ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerID,CustomerName,Address,City,Region,PostalCode,Country,Salesperson,OrderID,OrderDate,RequiredDate,ShippedDate,ShipperName,ProductID,ProductName,UnitPrice,Quantity,Discount,ExtendedPrice,Freight
Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,RICAR,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,0,10851,1998-01-26 00:00:00.000,1998-02-23 00:00:00.000,1998-02-02 00:00:00.000,Speedy Express,59,Raclette Courdavault,55.0,42,0.05,2194.5,160.55
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,0,10852,1998-01-26 00:00:00.000,1998-02-09 00:00:00.000,1998-01-30 00:00:00.000,Speedy Express,2,Chang,19.0,15,0.0,285.0,174.05
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,0,10852,1998-01-26 00:00:00.000,1998-02-09 00:00:00.000,1998-01-30 00:00:00.000,Speedy Express,17,Alice Mutton,39.0,6,0.0,234.0,174.05
Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,RATTC,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,0,10852,1998-01-26 00:00:00.000,1998-02-09 00:00:00.000,1998-01-30 00:00:00.000,Speedy Express,62,Tarte au sucre,49.3,50,0.0,2465.0,174.05
Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,BLAUS,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,0,10853,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-03 00:00:00.000,United Package,18,Carnarvon Tigers,62.5,10,0.0,625.0,53.83
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10854,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-05 00:00:00.000,United Package,10,Ikura,31.0,100,0.15,2635.0,100.22
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10854,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-05 00:00:00.000,United Package,13,Konbu,6.0,65,0.15,331.5,100.22
Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,OLDWO,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,0,10855,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-04 00:00:00.000,Speedy Express,16,Pavlova,17.45,50,0.0,872.5,170.97
Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,OLDWO,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,0,10855,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-04 00:00:00.000,Speedy Express,31,Gorgonzola Telino,12.5,14,0.0,175.0,170.97
Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,OLDWO,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,0,10855,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-04 00:00:00.000,Speedy Express,56,Gnocchi di nonna Alice,38.0,24,0.0,911.9999999999999,170.97
Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,OLDWO,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,0,10855,1998-01-27 00:00:00.000,1998-02-24 00:00:00.000,1998-02-04 00:00:00.000,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,21.05,15,0.15,268.3875,170.97
Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico,ANTON,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,0,10856,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-10 00:00:00.000,United Package,2,Chang,19.0,20,0.0,380.0,58.43
Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico,ANTON,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,0,10856,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-10 00:00:00.000,United Package,42,Singaporean Hokkien Fried Mee,14.0,20,0.0,280.0,58.43
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10857,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-06 00:00:00.000,United Package,3,Aniseed Syrup,10.0,30,0.0,300.0,188.85
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10857,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-06 00:00:00.000,United Package,26,Gumbär Gummibärchen,31.23,35,0.25,819.7875,188.85
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10857,1998-01-28 00:00:00.000,1998-02-25 00:00:00.000,1998-02-06 00:00:00.000,United Package,29,Thüringer Rostbratwurst,123.79,10,0.25,928.425,188.85
La corne d-abondance,"67, avenue de l-Europe",Versailles,,78000,France,LACOR,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,0,10858,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-03 00:00:00.000,Speedy Express,7,Uncle Bob's Organic Dried Pears,30.0,5,0.0,150.0,52.51
La corne d-abondance,"67, avenue de l-Europe",Versailles,,78000,France,LACOR,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,0,10858,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-03 00:00:00.000,Speedy Express,27,Schoggi Schokolade,43.9,10,0.0,438.99999999999994,52.51
La corne d-abondance,"67, avenue de l-Europe",Versailles,,78000,France,LACOR,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,France,0,10858,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-03 00:00:00.000,Speedy Express,70,Outback Lager,15.0,4,0.0,60.0,52.51
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10859,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-02 00:00:00.000,United Package,24,Guaraná Fantástica,4.5,40,0.25,135.0,76.1
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10859,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-02 00:00:00.000,United Package,54,Tourtière,7.45,35,0.25,195.5625,76.1
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10859,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-02 00:00:00.000,United Package,64,Wimmers gute Semmelknödel,33.25,30,0.25,748.125,76.1
France restauration,"54, rue Royale",Nantes,,44000,France,FRANR,France restauration,"54, rue Royale",Nantes,,44000,France,0,10860,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-04 00:00:00.000,Federal Shipping,51,Manjimup Dried Apples,53.0,3,0.0,159.0,19.26
France restauration,"54, rue Royale",Nantes,,44000,France,FRANR,France restauration,"54, rue Royale",Nantes,,44000,France,0,10860,1998-01-29 00:00:00.000,1998-02-26 00:00:00.000,1998-02-04 00:00:00.000,Federal Shipping,76,Lakkalikööri,18.0,20,0.0,360.0,19.26
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10861,1998-01-30 00:00:00.000,1998-02-27 00:00:00.000,1998-02-17 00:00:00.000,United Package,17,Alice Mutton,39.0,42,0.0,1638.0,14.93
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10861,1998-01-30 00:00:00.000,1998-02-27 00:00:00.000,1998-02-17 00:00:00.000,United Package,18,Carnarvon Tigers,62.5,20,0.0,1250.0,14.93
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10861,1998-01-30 00:00:00.000,1998-02-27 00:00:00.000,1998-02-17 00:00:00.000,United Package,21,Sir Rodney's Scones,10.0,40,0.0,400.0,14.93
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10861,1998-01-30 00:00:00.000,1998-02-27 00:00:00.000,1998-02-17 00:00:00.000,United Package,33,Geitost,2.5,35,0.0,87.5,14.93
White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,WHITC,White Clover Markets,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,0,10861,1998-01-30 00:00:00.000,1998-02-27 00:00:00.000,1998-02-17 00:00:00.000,United Package,62,Tarte au sucre,49.3,3,0.0,147.89999999999998,14.93
Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,LEHMS,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,0,10862,1998-01-30 00:00:00.000,1998-03-13 00:00:00.000,1998-02-02 00:00:00.000,United Package,11,Queso Cabrales,21.0,25,0.0,525.0,53.23
Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,LEHMS,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,0,10862,1998-01-30 00:00:00.000,1998-03-13 00:00:00.000,1998-02-02 00:00:00.000,United Package,52,Filo Mix,7.0,8,0.0,56.00000000000001,53.23
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10863,1998-02-02 00:00:00.000,1998-03-02 00:00:00.000,1998-02-17 00:00:00.000,United Package,1,Chai,18.0,20,0.15,306.0,30.26
HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILAA,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,0,10863,1998-02-02 00:00:00.000,1998-03-02 00:00:00.000,1998-02-17 00:00:00.000,United Package,58,Escargots de Bourgogne,13.25,12,0.15,135.15,30.26
Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,AROUT,Around the Horn,120 Hanover Sq.,London,,WA1 1DP,UK,0,10864,1998-02-02 00:00:00.000,1998-03-02 00:00:00.000,1998-02-09 00:00:00.000,United Package,35,Steeleye Stout,18.0,4,0.0,72.0,3.04
Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,AROUT,Around the Horn,120 Hanover Sq.,London,,WA1 1DP,UK,0,10864,1998-02-02 00:00:00.000,1998-03-02 00:00:00.000,1998-02-09 00:00:00.000,United Package,67,Laughing Lumberjack Lager,14.0,15,0.0,210.0,3.04
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10865,1998-02-02 00:00:00.000,1998-02-16 00:00:00.000,1998-02-12 00:00:00.000,Speedy Express,38,Côte de Blaye,263.5,60,0.05,15019.5,348.14
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10865,1998-02-02 00:00:00.000,1998-02-16 00:00:00.000,1998-02-12 00:00:00.000,Speedy Express,39,Chartreuse verte,18.0,80,0.05,1368.0,348.14
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10866,1998-02-03 00:00:00.000,1998-03-03 00:00:00.000,1998-02-12 00:00:00.000,Speedy Express,2,Chang,19.0,21,0.25,299.25,109.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10866,1998-02-03 00:00:00.000,1998-03-03 00:00:00.000,1998-02-12 00:00:00.000,Speedy Express,24,Guaraná Fantástica,4.5,6,0.25,20.25,109.11
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10866,1998-02-03 00:00:00.000,1998-03-03 00:00:00.000,1998-02-12 00:00:00.000,Speedy Express,30,Nord-Ost Matjeshering,25.89,40,0.25,776.6999999999999,109.11
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,0,10867,1998-02-03 00:00:00.000,1998-03-17 00:00:00.000,1998-02-11 00:00:00.000,Speedy Express,53,Perth Pasties,32.8,3,0.0,98.39999999999999,1.93
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10868,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-23 00:00:00.000,United Package,26,Gumbär Gummibärchen,31.23,20,0.0,624.6,191.27
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10868,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-23 00:00:00.000,United Package,35,Steeleye Stout,18.0,30,0.0,540.0,191.27
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10868,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-23 00:00:00.000,United Package,49,Maxilaku,20.0,42,0.1,756.0,191.27
Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,SEVES,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,0,10869,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-09 00:00:00.000,Speedy Express,1,Chai,18.0,40,0.0,720.0,143.28
Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,SEVES,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,0,10869,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-09 00:00:00.000,Speedy Express,11,Queso Cabrales,21.0,10,0.0,210.0,143.28
Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,SEVES,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,0,10869,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-09 00:00:00.000,Speedy Express,23,Tunnbröd,9.0,50,0.0,450.0,143.28
Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,SEVES,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,0,10869,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-09 00:00:00.000,Speedy Express,68,Scottish Longbreads,12.5,20,0.0,250.0,143.28
Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,WOLZA,Wolski  Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,0,10870,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-13 00:00:00.000,Federal Shipping,35,Steeleye Stout,18.0,3,0.0,54.0,12.04
Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,WOLZA,Wolski  Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,0,10870,1998-02-04 00:00:00.000,1998-03-04 00:00:00.000,1998-02-13 00:00:00.000,Federal Shipping,51,Manjimup Dried Apples,53.0,2,0.0,106.0,12.04
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10871,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-10 00:00:00.000,United Package,6,Grandma's Boysenberry Spread,25.0,50,0.05,1187.5,112.27
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10871,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-10 00:00:00.000,United Package,16,Pavlova,17.45,12,0.05,198.92999999999998,112.27
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10871,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-10 00:00:00.000,United Package,17,Alice Mutton,39.0,16,0.05,592.8,112.27
Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,GODOS,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,0,10872,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-09 00:00:00.000,United Package,55,Pâté chinois,24.0,10,0.05,227.99999999999997,175.32
Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,GODOS,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,0,10872,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-09 00:00:00.000,United Package,62,Tarte au sucre,49.3,20,0.05,936.6999999999999,175.32
Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,GODOS,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,0,10872,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-09 00:00:00.000,United Package,64,Wimmers gute Semmelknödel,33.25,15,0.05,473.8125,175.32
Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,GODOS,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,0,10872,1998-02-05 00:00:00.000,1998-03-05 00:00:00.000,1998-02-09 00:00:00.000,United Package,65,Louisiana Fiery Hot Pepper Sauce,21.05,21,0.05,419.9475,175.32
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10873,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-02-09 00:00:00.000,Speedy Express,21,Sir Rodney's Scones,10.0,20,0.0,200.0,0.82
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10873,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-02-09 00:00:00.000,Speedy Express,28,Rössle Sauerkraut,45.6,3,0.0,136.8,0.82
Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,GODOS,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,0,10874,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-02-11 00:00:00.000,United Package,10,Ikura,31.0,10,0.0,310.0,19.58
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10875,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-03-03 00:00:00.000,United Package,19,Teatime Chocolate Biscuits,9.2,25,0.0,229.99999999999997,32.37
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10875,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-03-03 00:00:00.000,United Package,47,Zaanse koeken,9.5,21,0.1,179.55,32.37
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10875,1998-02-06 00:00:00.000,1998-03-06 00:00:00.000,1998-03-03 00:00:00.000,United Package,49,Maxilaku,20.0,15,0.0,300.0,32.37
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10876,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-12 00:00:00.000,Federal Shipping,46,Spegesild,12.0,21,0.0,252.0,60.42
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10876,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-12 00:00:00.000,Federal Shipping,64,Wimmers gute Semmelknödel,33.25,20,0.0,665.0,60.42
Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,RICAR,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,0,10877,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-19 00:00:00.000,Speedy Express,16,Pavlova,17.45,30,0.25,392.625,38.06
Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,RICAR,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,0,10877,1998-02-09 00:00:00.000,1998-03-09 00:00:00.000,1998-02-19 00:00:00.000,Speedy Express,18,Carnarvon Tigers,62.5,25,0.0,1562.5,38.06
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10878,1998-02-10 00:00:00.000,1998-03-10 00:00:00.000,1998-02-12 00:00:00.000,Speedy Express,20,Sir Rodney's Marmalade,81.0,20,0.05,1539.0,46.69
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10879,1998-02-10 00:00:00.000,1998-03-10 00:00:00.000,1998-02-12 00:00:00.000,Federal Shipping,40,Boston Crab Meat,18.4,12,0.0,220.79999999999998,8.5
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10879,1998-02-10 00:00:00.000,1998-03-10 00:00:00.000,1998-02-12 00:00:00.000,Federal Shipping,65,Louisiana Fiery Hot Pepper Sauce,21.05,10,0.0,210.5,8.5
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10879,1998-02-10 00:00:00.000,1998-03-10 00:00:00.000,1998-02-12 00:00:00.000,Federal Shipping,76,Lakkalikööri,18.0,10,0.0,180.0,8.5
Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,0,10880,1998-02-10 00:00:00.000,1998-03-24 00:00:00.000,1998-02-18 00:00:00.000,Speedy Express,23,Tunnbröd,9.0,30,0.2,216.0,88.01
Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,0,10880,1998-02-10 00:00:00.000,1998-03-24 00:00:00.000,1998-02-18 00:00:00.000,Speedy Express,61,Sirop d'érable,28.5,30,0.2,684.0,88.01
Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,FOLKO,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,0,10880,1998-02-10 00:00:00.000,1998-03-24 00:00:00.000,1998-02-18 00:00:00.000,Speedy Express,70,Outback Lager,15.0,50,0.2,600.0,88.01
Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,CACTU,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,0,10881,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-18 00:00:00.000,Speedy Express,73,Röd Kaviar,15.0,10,0.0,150.0,2.84
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10882,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-20 00:00:00.000,Federal Shipping,42,Singaporean Hokkien Fried Mee,14.0,25,0.0,350.0,23.1
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10882,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-20 00:00:00.000,Federal Shipping,49,Maxilaku,20.0,20,0.15,340.0,23.1
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10882,1998-02-11 00:00:00.000,1998-03-11 00:00:00.000,1998-02-20 00:00:00.000,Federal Shipping,54,Tourtière,7.45,32,0.15,202.64,23.1
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,0,10883,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-20 00:00:00.000,Federal Shipping,24,Guaraná Fantástica,4.5,8,0.0,36.0,0.53
Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,LETSS,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,0,10884,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-13 00:00:00.000,United Package,21,Sir Rodney's Scones,10.0,40,0.05,380.0,90.97
Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,LETSS,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,0,10884,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-13 00:00:00.000,United Package,56,Gnocchi di nonna Alice,38.0,21,0.05,758.0999999999999,90.97
Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,LETSS,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,0,10884,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-13 00:00:00.000,United Package,65,Louisiana Fiery Hot Pepper Sauce,21.05,12,0.05,239.97000000000003,90.97
Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,SUPRD,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,0,10885,1998-02-12 00:00:00.000,1998-03-12 00:00:00.000,1998-02-18 00:00:00.000,Federal Shipping,2,Chang,19.0,20,0.0,380.0,5.64
