,Question,SQL Query,Method,Table,Label
53,What is the completion percentage for skill development objectives that have yet to begin and are due on the first day of 2023?,"SELECT ProgressPercentage FROM EmployeeCareerGoals WHERE GoalType = ""Skill Development"" AND GoalStatus = ""Not Started"" AND GoalDeadline = ""2023-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>GoalType</th>
      <th>Certification</th>
      <th>Leadership</th>
      <th>Networking</th>
      <th>Promotion</th>
      <th>Skill Development</th>
    </tr>
    <tr>
      <th>GoalStatus</th>
      <th>GoalDeadline</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""2"" valign=""top"">Achieved</th>
      <th>2023-01-01</th>
      <td>34.653300</td>
      <td>13.763107</td>
      <td>87.759361</td>
      <td>99.466042</td>
      <td>62.406526</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>12.665158</td>
      <td>0.068996</td>
      <td>45.645005</td>
      <td>26.315291</td>
      <td>16.474973</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">In Progress</th>
      <th>2023-01-01</th>
      <td>13.171702</td>
      <td>63.815914</td>
      <td>31.493578</td>
      <td>79.954887</td>
      <td>73.331071</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>95.464386</td>
      <td>66.167798</td>
      <td>30.895289</td>
      <td>19.942140</td>
      <td>54.732182</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Not Started</th>
      <th>2023-01-01</th>
      <td>30.636755</td>
      <td>17.715081</td>
      <td>48.534226</td>
      <td>81.477014</td>
      <td>80.730239</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>0.448981</td>
      <td>69.748123</td>
      <td>14.296235</td>
      <td>20.574961</td>
      <td>0.494978</td>
    </tr>
  </tbody>
</table>",80.730239
54,What is the annual pay for someone working as an analyst in the human resources division?,"SELECT Salary FROM EmployeeJobRolesAnalysis WHERE JobRole = ""Analyst"" AND Department = ""HR"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analyst</th>
      <td>138092.750489</td>
      <td>54176.934266</td>
      <td>74220.986606</td>
      <td>118719.177619</td>
    </tr>
    <tr>
      <th>Designer</th>
      <td>87917.110649</td>
      <td>97088.605704</td>
      <td>146700.492278</td>
      <td>128485.734300</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>61396.722382</td>
      <td>36866.043376</td>
      <td>127703.660495</td>
      <td>43224.440061</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>139881.394737</td>
      <td>37579.137047</td>
      <td>147606.106531</td>
      <td>30408.055516</td>
    </tr>
    <tr>
      <th>Salesperson</th>
      <td>86074.360820</td>
      <td>127802.652296</td>
      <td>104004.917728</td>
      <td>46547.645641</td>
    </tr>
  </tbody>
</table>",138092.750489
55,What is the job satisfaction rating for employees working as Analysts within the IT department?,"SELECT SatisfactionScore FROM EmployeeWorkplaceSatisfaction WHERE Department = ""IT"" AND JobRole = ""Analyst"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Analyst</th>
      <th>Developer</th>
      <th>Executive</th>
      <th>Manager</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>HR</th>
      <td>8.975079</td>
      <td>4.966236</td>
      <td>0.914284</td>
      <td>7.045176</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>4.763509</td>
      <td>3.948515</td>
      <td>8.372157</td>
      <td>7.089837</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>6.059900</td>
      <td>9.116550</td>
      <td>1.193209</td>
      <td>6.734521</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>2.994974</td>
      <td>2.572654</td>
      <td>4.655824</td>
      <td>3.348678</td>
    </tr>
  </tbody>
</table>",4.763509
56,What is the expenditure on software items that are currently out of stock?,"SELECT ResourceCost FROM EmployeeWorkplaceResources WHERE ResourceType = ""Software"" AND ResourceAvailability = ""Not Available"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>ResourceType</th>
      <th>Furniture</th>
      <th>Office Supplies</th>
      <th>Software</th>
      <th>Technology</th>
    </tr>
    <tr>
      <th>ResourceAvailability</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Available</th>
      <td>1508.190198</td>
      <td>39.451414</td>
      <td>3580.151463</td>
      <td>4399.152203</td>
    </tr>
    <tr>
      <th>Limited</th>
      <td>142.281802</td>
      <td>2763.747378</td>
      <td>256.414385</td>
      <td>1274.659988</td>
    </tr>
    <tr>
      <th>Not Available</th>
      <td>1443.146510</td>
      <td>636.671492</td>
      <td>1831.870975</td>
      <td>4998.314647</td>
    </tr>
  </tbody>
</table>",1831.870975
57,What is the dissatisfaction rating recorded for the IT team in the employee satisfaction survey?,"SELECT SatisfactionScore FROM EmployeeJobSatisfactionTrends WHERE Department = ""IT"" AND SatisfactionLevel = ""Dissatisfied"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>SatisfactionLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Dissatisfied</th>
      <td>6.033749</td>
      <td>6.848423</td>
      <td>5.986046</td>
      <td>9.861032</td>
    </tr>
    <tr>
      <th>Neutral</th>
      <td>9.721713</td>
      <td>5.456257</td>
      <td>2.817662</td>
      <td>7.353117</td>
    </tr>
    <tr>
      <th>Satisfied</th>
      <td>2.291071</td>
      <td>8.009884</td>
      <td>7.260010</td>
      <td>9.910436</td>
    </tr>
    <tr>
      <th>Very Dissatisfied</th>
      <td>1.269341</td>
      <td>0.469039</td>
      <td>2.352314</td>
      <td>3.041391</td>
    </tr>
    <tr>
      <th>Very Satisfied</th>
      <td>6.733811</td>
      <td>5.217639</td>
      <td>2.830380</td>
      <td>8.908050</td>
    </tr>
  </tbody>
</table>",6.848423
58,What was the score assigned by managers for technical skills during the assessment conducted at the end of 2023?,"SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-31"" AND AssessmentType = ""Manager Assessment"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillCategory</th>
      <th colspan=""2"" halign=""left"">Management</th>
      <th colspan=""2"" halign=""left"">Soft Skills</th>
      <th colspan=""2"" halign=""left"">Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>AssessmentType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Manager Assessment</th>
      <td>86.359149</td>
      <td>25.671778</td>
      <td>72.322072</td>
      <td>91.702530</td>
      <td>45.478035</td>
      <td>67.012093</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>17.754917</td>
      <td>76.040680</td>
      <td>22.140682</td>
      <td>59.538344</td>
      <td>52.528301</td>
      <td>93.107423</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>50.834416</td>
      <td>52.148929</td>
      <td>93.534762</td>
      <td>45.278649</td>
      <td>60.969337</td>
      <td>61.821846</td>
    </tr>
  </tbody>
</table>",67.012093
59,What is the compensation amount for an experienced-level individual working as a designer?,"SELECT Salary FROM EmployeeJobRolesDistribution WHERE JobRole = ""Designer"" AND Department = ""Marketing"" AND ExperienceLevel = ""Senior"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>ExperienceLevel</th>
      <th colspan=""5"" halign=""left"">Junior</th>
      <th colspan=""5"" halign=""left"">Mid</th>
      <th colspan=""5"" halign=""left"">Senior</th>
    </tr>
    <tr>
      <th>JobRole</th>
      <th>Analyst</th>
      <th>Designer</th>
      <th>Developer</th>
      <th>Manager</th>
      <th>Tester</th>
      <th>Analyst</th>
      <th>Designer</th>
      <th>Developer</th>
      <th>Manager</th>
      <th>Tester</th>
      <th>Analyst</th>
      <th>Designer</th>
      <th>Developer</th>
      <th>Manager</th>
      <th>Tester</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>146169.216322</td>
      <td>125260.381945</td>
      <td>49043.230238</td>
      <td>42272.196149</td>
      <td>136387.424217</td>
      <td>149274.472045</td>
      <td>69954.528733</td>
      <td>64348.418305</td>
      <td>65882.716729</td>
      <td>96688.254394</td>
      <td>108758.664376</td>
      <td>35442.396269</td>
      <td>83359.997333</td>
      <td>93971.257176</td>
      <td>73755.025088</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>129297.650176</td>
      <td>136664.263996</td>
      <td>91310.558110</td>
      <td>41396.599246</td>
      <td>88254.491576</td>
      <td>92456.229609</td>
      <td>89810.103721</td>
      <td>143602.381164</td>
      <td>83209.309234</td>
      <td>60041.244877</td>
      <td>50994.009436</td>
      <td>75025.646459</td>
      <td>38547.595332</td>
      <td>74270.312278</td>
      <td>148506.104493</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>141408.305121</td>
      <td>143867.252049</td>
      <td>86115.365524</td>
      <td>46884.869367</td>
      <td>107438.382979</td>
      <td>147999.619822</td>
      <td>127288.337255</td>
      <td>147037.775840</td>
      <td>69793.018855</td>
      <td>112635.490249</td>
      <td>131292.523333</td>
      <td>139463.437722</td>
      <td>118752.682553</td>
      <td>132174.602315</td>
      <td>139043.347970</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>75337.838834</td>
      <td>74215.958587</td>
      <td>93516.284555</td>
      <td>78000.818678</td>
      <td>133828.155109</td>
      <td>37067.738497</td>
      <td>46731.879142</td>
      <td>136662.353335</td>
      <td>103067.133468</td>
      <td>72997.970066</td>
      <td>90320.059541</td>
      <td>71112.945756</td>
      <td>61762.812474</td>
      <td>129455.193843</td>
      <td>91872.803568</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>113129.181748</td>
      <td>101888.840539</td>
      <td>40924.491986</td>
      <td>51859.135697</td>
      <td>122092.969776</td>
      <td>73936.837823</td>
      <td>76524.129454</td>
      <td>141989.925655</td>
      <td>135590.794949</td>
      <td>86692.659386</td>
      <td>126512.957899</td>
      <td>135908.201679</td>
      <td>48585.358894</td>
      <td>112253.530509</td>
      <td>141156.245756</td>
    </tr>
  </tbody>
</table>",71112.945756
60,What is the length of the session recorded for employee number 375 when they received positive feedback?,"SELECT SessionDuration FROM EmployeeWorkplaceFeedbackSessions WHERE FeedbackType = ""Positive"" AND EmployeeID = ""375"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>FeedbackType</th>
      <th>Negative</th>
      <th>Neutral</th>
      <th>Positive</th>
    </tr>
    <tr>
      <th>EmployeeID</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>234</th>
      <td>2.228224</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>375</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>2.719993</td>
    </tr>
    <tr>
      <th>388</th>
      <td>NaN</td>
      <td>2.535667</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",2.719993
61,What is the percentage of employees classified as novices in technical skills who are actively engaged in their roles?,"SELECT UtilizationRate FROM EmployeeSkillUtilization WHERE SkillType = ""Technical"" AND SkillLevel = ""Beginner"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>8.660226</td>
      <td>13.963826</td>
      <td>73.610430</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>54.999511</td>
      <td>42.598301</td>
      <td>96.893599</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>36.170240</td>
      <td>84.022595</td>
      <td>94.658509</td>
    </tr>
  </tbody>
</table>",84.022595
62,What was the evaluated proficiency level in creative abilities for employees at the conclusion of the year 2023?,"SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Creative"" AND AssessmentDate = ""2023-12-31"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>83.952499</td>
      <td>64.950464</td>
      <td>84.014346</td>
      <td>56.949035</td>
      <td>8.914592</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>62.477463</td>
      <td>72.730893</td>
      <td>93.331604</td>
      <td>46.446641</td>
      <td>99.034714</td>
    </tr>
  </tbody>
</table>",72.730893
63,What was the evaluated proficiency level in management skills for employees at the beginning of the year 2020?,"SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2020-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AssessmentDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analytical</th>
      <td>85.577617</td>
      <td>31.298395</td>
    </tr>
    <tr>
      <th>Creative</th>
      <td>5.170280</td>
      <td>9.280441</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>65.457981</td>
      <td>64.851579</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>61.296385</td>
      <td>37.962142</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>74.224633</td>
      <td>52.709433</td>
    </tr>
  </tbody>
</table>",65.457981
64,What is the satisfaction rating for employees working in the Marketing division who are at an intermediate stage in their careers?,"SELECT SatisfactionScore FROM EmployeeCareerSatisfaction WHERE Department = ""Marketing"" AND CareerLevel = ""Mid"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>CareerLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Junior</th>
      <td>2.494570</td>
      <td>1.072803</td>
      <td>1.721589</td>
      <td>3.549834</td>
      <td>1.219302</td>
    </tr>
    <tr>
      <th>Mid</th>
      <td>9.282879</td>
      <td>5.105417</td>
      <td>4.412645</td>
      <td>1.621652</td>
      <td>5.570841</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>0.020557</td>
      <td>7.715963</td>
      <td>1.113931</td>
      <td>5.758077</td>
      <td>3.841955</td>
    </tr>
  </tbody>
</table>",1.621652
65,What is the progress score achieved by employees who have advanced their technical abilities through self-directed learning?,"SELECT ProgressScore FROM EmployeeSkillDevelopmentTracking WHERE SkillName = ""Technical"" AND DevelopmentStage = ""Advanced"" AND TrainingMethod = ""Self-Study"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillName</th>
      <th colspan=""4"" halign=""left"">Communication</th>
      <th colspan=""4"" halign=""left"">Leadership</th>
      <th colspan=""4"" halign=""left"">Project Management</th>
      <th colspan=""4"" halign=""left"">Technical</th>
      <th colspan=""4"" halign=""left"">Time Management</th>
    </tr>
    <tr>
      <th>TrainingMethod</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Self-Study</th>
      <th>Workshop</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Self-Study</th>
      <th>Workshop</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Self-Study</th>
      <th>Workshop</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Self-Study</th>
      <th>Workshop</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Self-Study</th>
      <th>Workshop</th>
    </tr>
    <tr>
      <th>DevelopmentStage</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>97.513786</td>
      <td>41.568319</td>
      <td>91.082841</td>
      <td>74.300934</td>
      <td>9.310291</td>
      <td>35.303664</td>
      <td>52.418094</td>
      <td>39.645872</td>
      <td>48.153817</td>
      <td>25.106731</td>
      <td>77.004633</td>
      <td>7.120561</td>
      <td>82.213111</td>
      <td>53.589665</td>
      <td>67.812107</td>
      <td>33.855415</td>
      <td>9.770318</td>
      <td>89.923709</td>
      <td>36.549852</td>
      <td>14.267005</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>5.613333</td>
      <td>75.830953</td>
      <td>80.866375</td>
      <td>83.203536</td>
      <td>56.070447</td>
      <td>72.290139</td>
      <td>49.792057</td>
      <td>81.751840</td>
      <td>37.462466</td>
      <td>6.668295</td>
      <td>35.657069</td>
      <td>36.858659</td>
      <td>31.779366</td>
      <td>25.921055</td>
      <td>92.914337</td>
      <td>16.813428</td>
      <td>76.389369</td>
      <td>24.779065</td>
      <td>6.896947</td>
      <td>79.759308</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>48.106240</td>
      <td>71.670200</td>
      <td>40.805192</td>
      <td>11.546126</td>
      <td>61.557142</td>
      <td>72.273394</td>
      <td>43.910909</td>
      <td>61.107074</td>
      <td>10.340582</td>
      <td>70.426373</td>
      <td>61.109930</td>
      <td>83.642961</td>
      <td>42.130864</td>
      <td>30.010922</td>
      <td>97.379564</td>
      <td>12.831319</td>
      <td>83.702567</td>
      <td>91.000932</td>
      <td>34.105796</td>
      <td>75.486051</td>
    </tr>
  </tbody>
</table>",67.812107
